Age,Education Level,SACCO Membership,Farming Experience,Marital Status,Annual Income,Loan Amount,Loan-To-Income Ratio,Debt-To-Income Ratio,Repayment History,Savings Contributions,Savings-To-Income Ratio,Loan Purpose,SACCO Contribution Frequency,Timeliness of Contributions,Borrower-Requested Loan Adjustments,Weather Risks,Pest Outbreaks,Inflation Rate,Farm Size,Crop Type,Crop Diversification,Irrigation Access,Annual Yield,Historical Yield Trends,Soil Quality,Livestock Ownership,Use of Technology,Farm Input Usage,Average Selling Price,Contracts with Buyers,Storage Availability
22,Higher Education,Yes,30,Widowed,1842325,2784252,1.5112708126959142,0.6974794610976368,Good,26754,0.014521867748632842,Farm Expansion,Annually,On-time,No,Moderate,No,4.097182815371006,58,Livestock- Dairy/Poultry,No,Seasonal,93,Stable,Good,No,Medium,Chemical,103,No,No
65,Secondary,Yes,24,Widowed,1568214,1470086,0.9374269072970909,0.3638299622559086,Good,13230,0.008436348610585035,Personal Use,Annually,On-time,No,Moderate,Yes,5.807361931777665,4,Others,No,No_Irrigation,31,Stable,Good,Yes,Medium,Organic,498,No,No
21,None,Yes,3,Single,1097884,1442640,1.3140186030582466,0.2803278897470746,Fair,51863,0.04723905257750363,Labor costs,Semi-Annually,On-time,No,High,No,3.1207710930748465,61,HC-Kales/Grapes,No,Seasonal,42,Stable,Poor,Yes,Medium,Mixed,293,Yes,No
30,Primary,No,8,Divorced,144490,4303834,29.78637968025469,0.9331319365391465,Good,31306,0.2166655131843034,Harvesting Costs,Annually,On-time,No,Moderate,Yes,6.493277711607615,40,Others,Yes,Seasonal,10,Increasing,Good,Yes,High,Organic,433,Yes,No
54,Primary,Yes,27,Divorced,346458,2659859,7.67729133112816,0.3783261606833477,Fair,195069,0.5630379439932113,Machinery Purchase,Quarterly,Delayed,Yes,Low,Yes,4.7779158214090796,86,NHA - DryMaize/Wheat/IrishPotatoes,Yes,Seasonal,53,Stable,Good,No,Low,Mixed,106,Yes,Yes
58,Higher Education,Yes,29,Single,1352459,4741675,3.5059658000723126,0.4628962297409771,Fair,144252,0.10665905583829159,Harvesting Costs,Annually,On-time,No,High,Yes,5.009573175628404,30,HA - Tomatoes/Dry_Onions/Cabbages/Watermelon,Yes,No_Irrigation,44,Stable,Poor,Yes,Low,Chemical,193,Yes,No
32,Higher Education,Yes,46,Single,588486,3584790,6.0915467827611876,0.6697558061374124,Good,137874,0.23428594732924826,Labor costs,Monthly,On-time,No,Moderate,No,5.160191854774768,54,HB-Apples/Mangoes/Oranges/Garlic,Yes,Seasonal,82,Increasing,Good,Yes,High,Organic,386,Yes,No
33,Higher Education,No,23,Widowed,901982,2461411,2.728891485639403,0.9015875284601856,Good,140130,0.15535786745190036,Harvesting Costs,Quarterly,On-time,No,Low,Yes,5.582177178317975,68,NHA - DryMaize/Wheat/IrishPotatoes,No,Seasonal,51,Stable,Moderate,No,Medium,Mixed,250,No,No
38,Primary,No,32,Single,1707352,4827122,2.8272564766960766,0.4893457213873774,Good,18553,0.010866534844601464,Personal Use,Annually,On-time,Yes,High,Yes,4.379426346490993,57,Others,No,Seasonal,17,Stable,Poor,No,Low,Organic,411,Yes,Yes
53,Primary,Yes,19,Married,1548247,3197826,2.065449505150018,0.9353968397592597,Good,21441,0.013848565506666572,Machinery Purchase,Semi-Annually,Delayed,No,Moderate,Yes,3.4044299622539653,76,HB-Apples/Mangoes/Oranges/Garlic,Yes,No_Irrigation,65,Increasing,Good,No,High,Chemical,198,No,No
41,Primary,Yes,8,Divorced,1975869,3570754,1.8071815489792087,0.6328725964108827,Good,94428,0.04779061769783321,Debt_consolidation,Annually,On-time,No,Moderate,Yes,4.273515746664707,80,HA - Tomatoes/Dry_Onions/Cabbages/Watermelon,Yes,Seasonal,27,Increasing,Moderate,No,High,Chemical,239,Yes,No
